Date,Close,High,Low,Open,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2015-02-04,0.48373109102249146,0.4892498488782533,0.4796519904744572,0.481091704989763,181516000
2015-02-05,0.4916495382785797,0.4918894669744999,0.4837313192371603,0.48421117662900076,140448000
2015-02-06,0.48948994278907776,0.4969283034417378,0.48733041319240894,0.491169557850621,210524000
2015-02-09,0.48901012539863586,0.490449754706391,0.48349136522816766,0.4866106669422411,273944000
2015-02-10,0.5026870965957642,0.5029270253095344,0.4873305147622831,0.4894900448090431,226204000
2015-02-11,0.4993278980255127,0.5038868299196676,0.49596860977769713,0.5038868299196676,320832000
2015-02-12,0.5350796580314636,0.5398785741136443,0.5247619827340162,0.5278812839081928,676904000
2015-02-13,0.5353197455406189,0.5360395888873337,0.5257219105278995,0.5338800588471891,310084000
2015-02-17,0.5369992256164551,0.5396386696251059,0.5310006088490378,0.5343598388153991,203340000
2015-02-18,0.5307605862617493,0.5372391743011966,0.5298008145102874,0.5362793453421438,170948000
2015-02-19,0.5322004556655884,0.5384390600086811,0.529800996857292,0.5374792879268846,169432000
2015-02-20,0.536039412021637,0.536279340655508,0.5278812663941198,0.5317204105740074,157752000
2015-02-23,0.5317204594612122,0.535799532650007,0.5290810154155954,0.535799532650007,125008000
2015-02-24,0.5373809337615967,0.5373809337615967,0.5289505208821411,0.5337679160783673,149356000
2015-02-25,0.5332860350608826,0.537621724230576,0.53087733799812,0.5352129697399455,123820000
2015-02-26,0.534731388092041,0.5378627007384933,0.5303956979225466,0.533767920530336,152864000
2015-02-27,0.5313591361045837,0.5344904482394771,0.5294321438681031,0.5332860709131927,157492000
2015-03-02,0.5443661212921143,0.5472565811010054,0.529191322151186,0.5299139371034088,301512000
2015-03-03,0.5342496633529663,0.5429209868768813,0.5325635806438558,0.5402714365379769,160344000
2015-03-04,0.5402714014053345,0.5414757215072913,0.530154848380643,0.532322693477623,226840000
2015-03-05,0.5506287813186646,0.5515922488409316,0.5388261462442262,0.5402713762415662,323056000
2015-03-06,0.543161928653717,0.5501471124495717,0.5426801660966736,0.547497561955554,257392000
2015-03-09,0.5446069836616516,0.5487018209410193,0.5421982862532521,0.5434026636713899,222388000
2015-03-10,0.554000973701477,0.5576140488731388,0.5460522657517028,0.5470157333215188,527212000
2015-03-11,0.5511106848716736,0.561227182587002,0.5496654545043714,0.5540010881783846,262120000
2015-03-12,0.546052098274231,0.5499060247993538,0.535694695862654,0.5458112458126183,406972000
2015-03-13,0.5467746257781982,0.5482198551728287,0.5359354627463248,0.5434024621426304,359288000
2015-03-16,0.5532783269882202,0.5566505494313159,0.5474974644724365,0.5511105394372252,236956000
2015-03-17,0.5600225925445557,0.5602634450138216,0.548219960132535,0.5520738867801199,299900000
2015-03-18,0.5508694648742676,0.5629129487782095,0.5458112188629703,0.5600225470979802,413844000
2015-03-19,0.5592999458312988,0.5612268803313317,0.5487016912253928,0.5527964701088596,310756000
2015-03-20,0.5653219819068909,0.568694205348645,0.5585776498791732,0.5638768089208767,462084000
2015-03-23,0.5470157265663147,0.5556870494433374,0.5467748740338054,0.548460956617132,426012000
2015-03-24,0.5395486950874329,0.5491834839845148,0.5371399978631624,0.5453295569401077,330480000
2015-03-25,0.5067904591560364,0.5393079041065466,0.5051043192216422,0.5393079041065466,542552000
2015-03-26,0.5051043629646301,0.5072722081298379,0.49282002188421975,0.49643309715956585,311920000
2015-03-27,0.5149800777435303,0.5169070129907626,0.4998052760309502,0.5079948369735147,318288000
2015-03-30,0.5171478390693665,0.5197973889614389,0.5106443044523016,0.5173886915792252,253252000
2015-03-31,0.5041408538818359,0.5161843414288024,0.5036591488366844,0.5157026363836509,357276000
2015-04-01,0.5060678720474243,0.5077539546468418,0.49739654908764774,0.5060678720474243,330768000
2015-04-02,0.5072720050811768,0.510403316590461,0.5029363739140924,0.5089580870588128,192204000
2015-04-06,0.5219650864601135,0.5236511684088205,0.4998050538293486,0.5051041521173251,515864000
2015-04-07,0.5265418291091919,0.5323226919230413,0.5190748262729169,0.5219652863937821,413964000
2015-04-08,0.5303958654403687,0.5323228586002726,0.5219654498279738,0.5270236991954107,366432000
2015-04-09,0.5426799654960632,0.5443660476806255,0.5260599386981201,0.5263007911736669,379432000
2015-04-10,0.5482200384140015,0.5484608909176593,0.5412347989570587,0.5431617912699434,258728000
2015-04-13,0.543161928653717,0.5501471124495717,0.5407531732963882,0.5470157993985105,236724000
2015-04-14,0.5385853052139282,0.5431618478272078,0.5332861475865582,0.5409940027849365,220276000
2015-04-15,0.545089066028595,0.5491838482833243,0.5373812068268046,0.5400308157306193,243560000
2015-04-16,0.5417165756225586,0.5465339703895067,0.537862648323425,0.5419574281325433,155284000
2015-04-17,0.534731388092041,0.5400305458232405,0.5301548453890905,0.5303956979225466,293636000
2015-04-20,0.5320819020271301,0.5405123159923042,0.5311183769214919,0.5371401504062346,231624000
2015-04-21,0.5313591361045837,0.5385852277786748,0.5287095289579068,0.5385852277786748,230456000
2015-04-22,0.5373809337615967,0.5381035487838186,0.5263009133247002,0.5344905311005893,207420000
2015-04-23,0.5352129936218262,0.5402712978788432,0.5214834254942353,0.5275051971337749,259380000
2015-04-24,0.5306364893913269,0.535212973644455,0.5246147179765561,0.534972121164782,240960000
2015-04-27,0.534731388092041,0.5441253260313978,0.5277461477708874,0.5323226904738378,248456000
2015-04-28,0.5373809337615967,0.5393079262968156,0.5287096109228133,0.5337679160783673,234484000
2015-04-29,0.5332860350608826,0.5388260440480234,0.5311181904760358,0.5335268875387985,195156000
2015-04-30,0.534731388092041,0.5373809382437001,0.5294322303608415,0.5306366078838837,218844000
2015-05-01,0.5479792952537537,0.5496653779715462,0.5366583639047554,0.5390670617055855,256968000
2015-05-04,0.5446069836616516,0.5511105183494188,0.5429209012185595,0.5474974435228814,200720000
2015-05-05,0.5306364893913269,0.5434025896598874,0.5282277923109923,0.5426799747930002,292928000
2015-05-06,0.5323225259780884,0.5385851493357471,0.5253372878154795,0.5335268457010963,316484000
2015-05-07,0.5417165756225586,0.5434026580482029,0.5284687112995134,0.5301547937251577,534564000
2015-05-08,0.5017321705818176,0.5260600563151863,0.49354261030352253,0.5060678606782423,1146552000
2015-05-11,0.4969148635864258,0.5019731695963372,0.4908931472880041,0.4947470181536066,544144000
2015-05-12,0.5017321705818176,0.5058269507209652,0.4930608478168486,0.49330175777412566,388800000
2015-05-13,0.5046225190162659,0.5091990606296898,0.49980512492672513,0.5053451338724837,308524000
2015-05-14,0.5128118991851807,0.5154615052127033,0.5048631959583078,0.5060675727758812,293052000
2015-05-15,0.5130531191825867,0.5173887520057857,0.5099218064772109,0.5149800543422568,215824000
2015-05-18,0.5123303532600403,0.5154616650432483,0.5094398939438897,0.5118485908980601,324972000
2015-05-19,0.5091365575790405,0.5147022140837305,0.50816857216574,0.51300826845732,253808000
2015-05-20,0.5091365575790405,0.5154281742968406,0.5086525648723903,0.5093785250855003,196824000
2015-05-21,0.5055063962936401,0.5115560411940514,0.505022403931879,0.5093781621066606,239692000
2015-05-22,0.5047805905342102,0.5086523575279531,0.5035706958013758,0.5067165028779352,212592000
2015-05-26,0.5016348361968994,0.5057485710309642,0.4977630687960993,0.5023607961904065,259732000
2015-05-27,0.5284950733184814,0.530914920230633,0.5033286192771438,0.5050225063462798,432332000
2015-05-28,0.5357544422149658,0.5374483287407981,0.5275269768912999,0.5284949038069637,327656000
2015-05-29,0.5355128049850464,0.539142547579481,0.5347868449274158,0.5357547724396838,335168000
2015-06-01,0.5415624380111694,0.5468861262899961,0.5355128473110564,0.5389006227186176,372660000
2015-06-02,0.530914843082428,0.5410782217140861,0.530430850692847,0.5381743827639859,224304000
2015-06-03,0.5251071453094482,0.536480416694511,0.5241391606732726,0.5323666839186596,250788000
2015-06-04,0.5345445871353149,0.5362384737851803,0.5219613632292438,0.5219613632292438,323712000
2015-06-05,0.5386584401130676,0.5410782869654083,0.5272851079827368,0.5328507615124902,313320000
2015-06-08,0.5263171792030334,0.5405942928971611,0.5202675909371639,0.5369645514763793,342812000
2015-06-09,0.5289790630340576,0.5328507719184529,0.5258332562952108,0.5268011835163097,256888000
2015-06-10,0.5195416808128357,0.5260752621501951,0.5166378412434737,0.5226874877817428,529460000
2015-06-11,0.5251071453094482,0.5287368857672117,0.5195414932730177,0.5195414932730177,283052000
2015-06-12,0.5108301639556885,0.5248652523880097,0.5096202117028218,0.5217194457629949,323728000
2015-06-15,0.5098623037338257,0.5122821508636778,0.5042966495657952,0.5081683588185933,306548000
2015-06-16,0.5161538124084473,0.5168797722496732,0.5038126104950091,0.5088942716898893,256892000
2015-06-17,0.5222034454345703,0.525107284726705,0.5147019375214887,0.5159118320974116,233544000
2015-06-18,0.530914843082428,0.5343026167284164,0.5251072228759203,0.5265591423509705,299404000
2015-06-19,0.5292210578918457,0.5352706466080697,0.524381363841385,0.5309149450401366,355656000
2015-06-22,0.527043342590332,0.5330929908865081,0.5190578391478641,0.530189150473348,514236000
2015-06-23,0.5134919285774231,0.5321247414622389,0.5093781951634009,0.5280110080482167,414064000
2015-06-24,0.5084102749824524,0.5154278474635126,0.5059904283710897,0.5127659758054277,253368000
2015-06-25,0.5122818946838379,0.5154277001488747,0.5084101296735096,0.5084101296735096,350460000
2015-06-26,0.5018766522407532,0.508652257571743,0.4996988306108777,0.5081682651574952,421296000
2015-06-29,0.48687368631362915,0.5011508004902812,0.4861477264661976,0.49606908155826,391724000
2015-06-30,0.4866315722465515,0.4919552575896236,0.4832437987071834,0.48977737844559077,315916000
2015-07-01,0.4936492145061493,0.5057484486472413,0.4892935132928358,0.49873093323099743,302892000
2015-07-02,0.494133323431015,0.4972791308186281,0.49098751604340196,0.4934073634420495,145764000
2015-07-06,0.4880836308002472,0.49679509216581985,0.4844538888859213,0.4900195431557675,214776000
2015-07-07,0.47888806462287903,0.4871155598980459,0.46364302614984054,0.48517970580680214,594252000
2015-07-08,0.4755003750324249,0.4791301453643549,0.47162860847295957,0.476226334868181,332492000
2015-07-09,0.4696927070617676,0.4851797727017848,0.46678889667768897,0.48300189327858895,357588000
2015-07-10,0.47792020440101624,0.48227593440903205,0.4745324015739598,0.4757423249735837,216708000
2015-07-13,0.4810660183429718,0.4837278325546125,0.47792021168662396,0.4827599053588977,212472000
2015-07-14,0.4813080132007599,0.48227596929859395,0.4750164283756697,0.4817920056731026,249216000
2015-07-15,0.47792020440101624,0.4832438615899914,0.4735644743930005,0.48009805498159946,265732000
2015-07-16,0.48856738209724426,0.48856738209724426,0.4791299654695028,0.4808238518857109,282848000
2015-07-17,0.4856637120246887,0.4873575990274719,0.47937209876080883,0.486873664280219,220372000
2015-07-20,0.4767102897167206,0.4875996293592661,0.4755003662949766,0.48566371726825597,188412000
2015-07-21,0.47888806462287903,0.48566364048276783,0.4757422584543401,0.4757422584543401,149720000
2015-07-22,0.4696927070617676,0.47550035667677404,0.4638850862936103,0.47550035667677404,356472000
2015-07-23,0.4755003750324249,0.48251791946874933,0.46969272519322686,0.4706606812565184,169916000
2015-07-24,0.46993473172187805,0.47937212325302625,0.4679988483997102,0.478888159634197,188844000
2015-07-27,0.4672728478908539,0.47259650492846844,0.4619491908532394,0.4658209283138461,192420000
2015-07-28,0.47743627429008484,0.4805820522722207,0.46364312348966796,0.4684828174275402,198308000
2015-07-29,0.48324382305145264,0.48711558916021663,0.4745323637301571,0.47646824678453914,232680000
2015-07-30,0.4844537377357483,0.4892934305739976,0.48203386246977886,0.48203386246977886,190180000
2015-07-31,0.48275986313819885,0.4866316004292977,0.4798560529581629,0.48638963307495553,218340000
2015-08-03,0.49098750948905945,0.49147144434610107,0.4803401637690311,0.48663174961341255,397132000
2015-08-04,0.49292314052581787,0.49437505982521984,0.4873574883405676,0.48929339997099885,260100000
2015-08-05,0.4980050325393677,0.50550654128936,0.4970370475381958,0.5050225487887741,234628000
2015-08-06,0.49485915899276733,0.500424812379602,0.4866316337511215,0.4967950133474497,655676000
2015-08-07,0.5560813546180725,0.5655187168563228,0.5294629818314918,0.5434981280421397,1405248000
2015-08-10,0.5754402279853821,0.5795539625272551,0.5488218506306826,0.5522096829243214,662304000
2015-08-11,0.5725361704826355,0.5781018227917829,0.5669705181734881,0.5669705181734881,435008000
2015-08-12,0.5739882588386536,0.5781019930274632,0.5633409434268106,0.5633409434268106,384048000
2015-08-13,0.5691483616828918,0.5759239655772243,0.5676964424417004,0.5747140136450034,276884000
2015-08-14,0.5696326494216919,0.5730204242790096,0.5652768894391004,0.5686646642964182,214652000
2015-08-17,0.5660027265548706,0.5686645408371998,0.5589851532356016,0.5686645408371998,273880000
2015-08-18,0.5608512163162231,0.5681413028863215,0.5564771296122895,0.5642532451283108,287084000
2015-08-19,0.5586639642715454,0.5664400768827472,0.5525888654309622,0.5601219926282003,249248000
2015-08-20,0.5384947061538696,0.5550188724077391,0.5358216349555294,0.5523458591458329,426932000
2015-08-21,0.5217276811599731,0.5435979396123707,0.5212416522420047,0.5346068391533638,382664000
2015-08-24,0.5032593011856079,0.5304756378703342,0.48600606188705936,0.4925671316717557,682284000
2015-08-25,0.4928101599216461,0.5273165795246714,0.4928101599216461,0.5253725224288127,622684000
2015-08-26,0.5299897193908691,0.5304757482649847,0.504960420071132,0.508848477254708,614976000
2015-08-27,0.5499159097671509,0.5501588952066094,0.5324196835244,0.5355787259831312,463764000
2015-08-28,0.5523459315299988,0.5557479593885165,0.5460278466862134,0.549915903354423,320944000
2015-08-31,0.5462708473205566,0.5535609899865437,0.5440838624572039,0.5496729332101651,219352000
2015-09-01,0.5239144563674927,0.5394666802688086,0.5200264583285951,0.530475583415103,353408000
2015-09-02,0.539709746837616,0.5399527322674856,0.5292606201794986,0.5382517183855177,344044000
2015-09-03,0.5411677956581116,0.5504019375779937,0.5401957959656087,0.5477288660030583,262556000
2015-09-04,0.528531551361084,0.5404387052414019,0.5282885659563125,0.5319335787736222,287972000
2015-09-08,0.5511308908462524,0.553317933594617,0.5392237932901879,0.5414107781021105,238448000
2015-09-09,0.5401960015296936,0.557449190930517,0.5389809579993654,0.5528321761500774,289392000
2015-09-10,0.5487008690834045,0.5555049828458193,0.534606728613987,0.5370367568284689,357076000
2015-09-11,0.5504019856452942,0.5540469992946139,0.5404388286018292,0.5426258715532895,301584000
2015-09-14,0.5513739585876465,0.5547759866111561,0.5484579014609556,0.5530749725994013,192460000
2015-09-15,0.5574491024017334,0.5603651600622489,0.5499160306940087,0.5516170450171577,327976000
2015-09-16,0.5613368153572083,0.5644958565712322,0.5523457203389934,0.5564767608643127,173508000
2015-09-17,0.5664400458335876,0.5761601570965681,0.5652250029574986,0.5710570581280002,268712000
2015-09-18,0.5659540295600891,0.5708140852986142,0.5552619185226207,0.5586639459523015,326412000
2015-09-21,0.5717860460281372,0.5730010888484702,0.5637669488105169,0.5666830052301717,281840000
2015-09-22,0.5562339425086975,0.5632810410199454,0.5533178857629572,0.5593929846711039,228356000
2015-09-23,0.5589070916175842,0.562309120022752,0.5545330633732901,0.5567200485272117,161632000
2015-09-24,0.5695991516113281,0.5754312074353121,0.5467568412346949,0.5555049539388907,382440000
2015-09-25,0.5737301707267761,0.584908311073993,0.5681411005531677,0.5766461695544606,369692000
2015-09-28,0.5661971569061279,0.5773752994942727,0.5625521431566823,0.573730285744827,395584000
2015-09-29,0.5761600732803345,0.5771320726779454,0.5642529213344329,0.5722720177534661,380736000
2015-09-30,0.599002480506897,0.5997314947347528,0.57810422713887,0.5815062549112371,556380000
2015-10-01,0.5873382687568665,0.6007033921408405,0.5703280169176498,0.5990023785442049,489296000
2015-10-02,0.6026475429534912,0.6026475429534912,0.5781042188002018,0.5841793179658923,386144000
2015-10-05,0.6177138090133667,0.6252468795162662,0.6033766243696534,0.6065356670178087,482024000
2015-10-06,0.6257328391075134,0.6284058526153288,0.6087226425427589,0.6111526706234381,453216000
2015-10-07,0.6322939991950989,0.6386120846920952,0.6169848143125491,0.6271909568797315,310152000
2015-10-08,0.6359388828277588,0.6376398964300823,0.618928630931662,0.6296207991983109,460068000
2015-10-09,0.6335089802742004,0.6386120220893194,0.6216018247691474,0.6325369226496084,423248000
2015-10-12,0.6403130888938904,0.6439581604459537,0.6296209755685829,0.6342379889526006,227588000
2015-10-13,0.6415280103683472,0.6454160087044564,0.6330228836511276,0.6352099261675159,298444000
2015-10-14,0.6648563742637634,0.6753055014723021,0.6415280916106643,0.642257047938672,612148000
2015-10-15,0.6665575504302979,0.680165723450617,0.6592674639483188,0.6660715214902497,526048000
2015-10-16,0.6770064830780029,0.6833245677768979,0.6670433272311146,0.6687443990578051,448396000
2015-10-19,0.6757915616035461,0.6823526908500753,0.6680155049832258,0.6791936479324153,294712000
2015-10-20,0.6748194098472595,0.6779784520537305,0.6677723112377137,0.672875410613941,264824000
2015-10-21,0.666071355342865,0.6830816108275036,0.6648563702005009,0.6789505107087147,386280000
2015-10-22,0.6901286244392395,0.6923156671315257,0.6728754421417118,0.6738474418039144,306884000
2015-10-23,0.6947457790374756,0.69936285041028,0.6857546796890573,0.6962038076748294,381776000
2015-10-26,0.6915866136550903,0.6969326983984895,0.685268529304647,0.6952316846020528,247436000
2015-10-27,0.6911009550094604,0.6954749841852497,0.6876988679433317,0.6881848969346254,208268000
2015-10-28,0.6966897249221802,0.6966897249221802,0.6852685410502289,0.695474681940221,217036000
2015-10-29,0.6726324558258057,0.6925587113050651,0.6714174706291087,0.6855116697040432,327168000
2015-10-30,0.6893996596336365,0.6942597741659668,0.6748194898459793,0.6799225898271706,301160000
2015-11-02,0.6974188685417175,0.6981478829394473,0.6874557683335004,0.6915868112963333,190088000
2015-11-03,0.6925587058067322,0.6971757769777046,0.6847826499748494,0.6932877200935408,376768000
2015-11-04,0.6811376214027405,0.6957177921835074,0.677978578606596,0.6906147497911735,442264000
2015-11-05,0.6733615398406982,0.6864837405297064,0.6714175401501162,0.684539682902673,478800000
2015-11-06,0.7666746377944946,0.7761517653592531,0.7246351432367019,0.7399443270196026,1172272000
2015-11-09,0.7632725238800049,0.7654595664417018,0.7525803544248892,0.7591414821099799,492568000
2015-11-10,0.7486925721168518,0.7574406869523282,0.7326543712412207,0.7533095860534321,552260000
2015-11-11,0.7414023876190186,0.7545245291613958,0.7387293158704261,0.749178443600657,619896000
2015-11-12,0.7387292981147766,0.7465054118459591,0.7355702555325115,0.7397012978470633,291080000
2015-11-13,0.724149227142334,0.7426174563218301,0.7205041552282776,0.7394584133084654,292940000
2015-11-16,0.7387292981147766,0.7392153269491423,0.7277941418013291,0.7336262560679382,344280000
2015-11-17,0.7387292981147766,0.7450473832793069,0.7355702555325115,0.7406733555157946,257048000
2015-11-18,0.7569016814231873,0.757877430143285,0.7337287252149723,0.7417782741389305,350216000
2015-11-19,0.7590970993041992,0.7666587745703424,0.7534868053465951,0.7595849737095558,254072000
2015-11-20,0.765683114528656,0.7700738098830775,0.7600728203467482,0.7647074238353777,239744000
2015-11-23,0.754218578338623,0.7720251506405246,0.7515354145342021,0.7720251506405246,242552000
2015-11-24,0.7603167295455933,0.7669027139262412,0.7508036151484612,0.7542185613967317,195428000
2015-11-25,0.759340763092041,0.7678781844217714,0.7566576001170628,0.7588529470000949,138300000
2015-11-27,0.765683114528656,0.7681223703400749,0.7569017819762591,0.7608046029058184,86996000
2015-11-30,0.7737324237823486,0.7771474273809452,0.7656828762935636,0.7664146586249466,327244000
2015-12-01,0.7988569736480713,0.7995887561249697,0.7798307455615912,0.7805625280384896,409496000
2015-12-02,0.7927588224411011,0.8083700465790659,0.7910513493444832,0.8000765892079384,294240000
2015-12-03,0.7910512685775757,0.8073942735392357,0.7871484484024551,0.7991008170148761,246656000
2015-12-04,0.8232498168945312,0.8247133823601028,0.7910516092777942,0.7910516092777942,458756000
2015-12-07,0.8076385259628296,0.8230058458651021,0.8051992697586031,0.8230058458651021,333588000
2015-12-08,0.8186149597167969,0.8220299059784539,0.7925149302077871,0.7976373496002727,314488000
2015-12-09,0.7978812456130981,0.8232495503867178,0.7895877882016183,0.8183710391850895,372676000
2015-12-10,0.8044673204421997,0.808857957437737,0.7976373695912664,0.8003205334131813,236596000
2015-12-11,0.7925148606300354,0.802027974229268,0.7908073876491122,0.7964176809391901,227320000
2015-12-14,0.7944661378860474,0.7988568319687369,0.7849530255299826,0.7932465394118086,275892000
2015-12-15,0.8042234778404236,0.809833772626439,0.7991010575318039,0.8034916952025561,307296000
2015-12-16,0.8091018795967102,0.8117851016216159,0.7988570403772514,0.8059308413174174,236356000
2015-12-17,0.7969054579734802,0.81861484762434,0.796417641806578,0.8103213912226649,254160000
2015-12-18,0.7839773297309875,0.7993446426019223,0.7830016393270166,0.7912950949954123,395896000
2015-12-21,0.8025160431861877,0.8032478258594189,0.7854412498425224,0.7925151102461202,284216000
2015-12-22,0.8032475113868713,0.8112970594845496,0.7983690009129109,0.8049549842371143,130012000
2015-12-23,0.8064185380935669,0.8095895756743561,0.8030035924393113,0.8044671571929727,122524000
2015-12-24,0.8091018795967102,0.8110533190835911,0.8027598030381247,0.8039794599869808,52448000
2015-12-28,0.8083699345588684,0.8083699345588684,0.7893437668642268,0.8005643526497681,142024000
2015-12-29,0.8215420246124268,0.8239812800568593,0.8066625256918822,0.8088578730388026,203660000
2015-12-30,0.8144681453704834,0.8278840790470672,0.814224237279262,0.8208102209937254,180344000
2015-12-31,0.8039793968200684,0.8169074570487034,0.8039793968200684,0.8132486028024918,148528000
2016-01-04,0.789587676525116,0.7947100951153965,0.781538128365285,0.7876362955830375,358076000
2016-01-05,0.8022719025611877,0.8156878368079781,0.7927587887219967,0.8044672499447945,490272000
2016-01-06,0.769098162651062,0.792758939543236,0.760072863297997,0.7891000265411219,449344000
2016-01-07,0.7386072278022766,0.7549502322795962,0.728850148575418,0.7498277555081198,645304000
2016-01-08,0.7227521538734436,0.7488521835519988,0.7212885888499571,0.7481204010402556,398472000
2016-01-11,0.7239718437194824,0.7290943219462471,0.7110437813126826,0.7234840274212331,409372000
2016-01-12,0.7361680865287781,0.7469008587412169,0.7310456667158731,0.7368998690958283,469356000
2016-01-13,0.7137269377708435,0.7466569192808498,0.7129951552344928,0.7417783496530301,481672000
2016-01-14,0.6993350386619568,0.7073845852651183,0.6786013439189236,0.6990910724740521,600236000
2016-01-15,0.6612827181816101,0.67933325349214,0.6498182243632933,0.671283705380312,841452000
2016-01-19,0.6666492819786072,0.6939689712790597,0.663966059783231,0.6749427403945292,457140000
2016-01-20,0.6703079342842102,0.6788453564206174,0.6451836003258877,0.6539649305313142,481180000
2016-01-21,0.678113579750061,0.688602382839539,0.6637219567413585,0.6776257636079273,481456000
2016-01-22,0.6939688920974731,0.6986034952184546,0.6895781970913514,0.691041762093392,257996000
2016-01-25,0.6932371854782104,0.7017746101536597,0.691773620315968,0.6937250599177738,270728000
2016-01-26,0.7000669836997986,0.7029941136270949,0.6876267978216688,0.6947006563750083,227944000
2016-01-27,0.6917734146118164,0.7012865271811476,0.6786014483813151,0.6990911800905872,231700000
2016-01-28,0.6842118501663208,0.6998230740457299,0.6707959155710959,0.6973838184971834,276776000
2016-01-29,0.7144587635993958,0.7159223288799142,0.6873830385356129,0.6900662027789286,310504000
2016-02-01,0.7147024869918823,0.7183613407930928,0.7076286293113943,0.7137267965219884,289884000
2016-02-02,0.6844557523727417,0.7110436550695837,0.6795772413177124,0.7073848008565312,341908000
2016-02-03,0.6878706216812134,0.693968788897377,0.6720154916007668,0.689822060779216,326772000
2016-02-04,0.6881147623062134,0.7037259882644488,0.6812848109669277,0.6888464867274197,348140000
2016-02-05,0.6446959972381592,0.6910419229212934,0.6427446155522494,0.6834802461928242,600428000
2016-02-08,0.6151809692382812,0.6381099640521348,0.6061556696797065,0.6349389254302465,608852000
2016-02-09,0.6217668652534485,0.6476229868186961,0.6049359837929009,0.6078631138404543,425372000
2016-02-10,0.6203033328056335,0.6437201999464984,0.6168883863417761,0.6256697187891561,335800000
2016-02-11,0.6171323657035828,0.6234744431007291,0.60444821090929,0.60444821090929,340144000
2016-02-12,0.627621054649353,0.6288407115302733,0.603716314822573,0.626889272152089,340816000
2016-02-16,0.658355712890625,0.6593314616964455,0.6346949384001234,0.6366463196988776,485352000
2016-02-17,0.6746987104415894,0.6810407862580998,0.6639659399106774,0.6666491616216241,771468000
2016-02-18,0.7327531576156616,0.755682209569828,0.729338210991567,0.7300699935762227,1068660000
2016-02-19,0.7425100803375244,0.7490961227047566,0.7232399439243535,0.728850237540295,525628000
2016-02-22,0.7688540816307068,0.7773915052575247,0.7517792925335116,0.7532428575159879,449668000
2016-02-23,0.7708054184913635,0.7781231842741901,0.7590969583449813,0.762755870314611,369380000
2016-02-24,0.7761719226837158,0.7773915796713414,0.7464129784317152,0.767634556396121,336852000
2016-02-25,0.7778794169425964,0.7817822379893431,0.7639756642156754,0.7790990739631506,349616000
2016-02-26,0.772756814956665,0.783489526689067,0.7649511747023177,0.7815381457036972,361964000
2016-02-29,0.7677380442619324,0.7838957931559785,0.7672484508823003,0.7738584284538084,323344000
2016-03-01,0.8017675280570984,0.8017675280570984,0.7684727170528111,0.7696968175958823,348700000
2016-03-02,0.806418776512146,0.8093565704583702,0.7958917593625937,0.7973606563357059,233812000
2016-03-03,0.7993193864822388,0.8088671022375444,0.788547511813785,0.8054397141013666,302004000
2016-03-04,0.7968712449073792,0.8061741639144353,0.7907508589111193,0.805439715260151,175304000
2016-03-07,0.7917298078536987,0.7978501915581,0.7814475889123587,0.7924642562329591,239968000
2016-03-08,0.7772860527038574,0.7883027242626635,0.7748379099539369,0.7836512355273163,274940000
2016-03-09,0.7767963409423828,0.785364810078775,0.7667589163376284,0.784140768074284,222788000
