Date,Adj Close_QQQ,Adj Close_SOXX,Adj Close_SPY,Capital Gains_QQQ,Capital Gains_SOXX,Capital Gains_SPY,Close_QQQ,Close_SOXX,Close_SPY,Dividends_QQQ,Dividends_SOXX,Dividends_SPY,High_QQQ,High_SOXX,High_SPY,Low_QQQ,Low_SOXX,Low_SPY,Open_QQQ,Open_SOXX,Open_SPY,Stock Splits_QQQ,Stock Splits_SOXX,Stock Splits_SPY,Volume_QQQ,Volume_SOXX,Volume_SPY
2015-01-28,92.92448425292967,26.74842071533203,166.19679260253906,0.0,0.0,0.0,100.91999816894533,30.02666664123535,200.13999938964844,0.0,0.0,0.0,103.18000030517578,30.829999923706055,204.2899932861328,100.9000015258789,30.00666618347168,199.91000366210935,103.06999969482422,30.586666107177734,204.1699981689453,0.0,0.0,0.0,43591700,945900,168514300
2015-01-29,93.81759643554688,26.766237258911133,167.73304748535156,0.0,0.0,0.0,101.88999938964844,30.046667098999023,201.9900054931641,0.0,0.0,0.0,102.08000183105467,30.13999938964844,202.3000030517578,99.95999908447266,29.48666763305664,198.67999267578125,100.83999633789062,29.926666259765625,200.3800048828125,0.0,0.0,0.0,46539700,658200,173585400
2015-01-30,93.0902099609375,26.24065399169922,165.623779296875,0.0,0.0,0.0,101.0999984741211,29.456666946411133,199.4499969482422,0.0,0.0,0.0,102.58000183105467,30.10333251953125,202.1699981689453,100.95999908447266,29.413333892822266,199.1300048828125,101.8000030517578,29.706666946411133,200.57000732421875,0.0,0.0,0.0,42927600,1456200,197729700
2015-02-02,93.9004898071289,26.30894660949707,167.67494201660156,0.0,0.0,0.0,101.9800033569336,29.53333282470703,201.9199981689453,0.0,0.0,0.0,102.06999969482422,29.62666702270508,202.02999877929688,99.75,28.916667938232425,197.86000061035156,101.33000183105467,29.510000228881836,200.0500030517578,0.0,0.0,0.0,43624700,927300,163107000
2015-02-03,94.80282592773438,26.775150299072266,170.0996856689453,0.0,0.0,0.0,102.95999908447266,30.05666732788086,204.83999633789065,0.0,0.0,0.0,103.02999877929688,30.06999969482422,204.8500061035156,101.68000030517578,29.61666679382324,202.5500030517578,102.3499984741211,29.65999984741211,203.0,0.0,0.0,0.0,30750400,631200,124212900
2015-02-04,94.71997833251952,26.876110076904297,169.45193481445312,0.0,0.0,0.0,102.87000274658205,30.170000076293945,204.05999755859375,0.0,0.0,0.0,103.5500030517578,30.38333320617676,205.3800048828125,102.30999755859376,29.96666717529297,203.5099945068359,102.54000091552734,29.976667404174805,203.9199981689453,0.0,0.0,0.0,34073200,1008000,134306700
2015-02-05,95.53943634033205,27.13741874694824,171.16259765625,0.0,0.0,0.0,103.76000213623048,30.463333129882812,206.1199951171875,0.0,0.0,0.0,103.83000183105467,30.476667404174805,206.3000030517578,102.87000274658205,30.1299991607666,204.77000427246097,103.12999725341795,30.293333053588867,204.86000061035156,0.0,0.0,0.0,23605500,699000,97953200
2015-02-06,94.95935821533205,26.988943099975582,170.6892547607422,0.0,0.0,0.0,103.12999725341795,30.296667098999023,205.5500030517578,0.0,0.0,0.0,104.16999816894533,30.760000228881836,207.2400054931641,102.76000213623048,30.219999313354492,204.9199981689453,103.91999816894533,30.50666618347168,206.55999755859375,0.0,0.0,0.0,34169300,1006200,125672000
2015-02-09,94.655517578125,26.703886032104492,169.92532348632812,0.0,0.0,0.0,102.8000030517578,29.976667404174805,204.6300048828125,0.0,0.0,0.0,103.29000091552734,30.253332138061523,205.63999938964844,102.5500030517578,29.899999618530273,204.13999938964844,102.7300033569336,30.253332138061523,204.77000427246097,0.0,0.0,0.0,22604700,1523400,87219000
2015-02-10,96.12874603271484,27.60658264160156,171.73558044433594,0.0,0.0,0.0,104.4000015258789,30.989999771118164,206.80999755859375,0.0,0.0,0.0,104.54000091552734,31.0,207.1199951171875,103.20999908447266,30.26333236694336,204.67999267578125,103.37000274658205,30.34666633605957,205.8800048828125,0.0,0.0,0.0,23686500,1259100,96164200
2015-02-11,96.4786376953125,27.69567108154297,171.83523559570312,0.0,0.0,0.0,104.77999877929688,31.09000015258789,206.92999267578125,0.0,0.0,0.0,105.0199966430664,31.200000762939453,207.4499969482422,104.31999969482422,30.88999938964844,205.8300018310547,104.5199966430664,30.99333381652832,206.61000061035156,0.0,0.0,0.0,20303600,965700,91087800
2015-02-12,97.60196685791016,28.13810920715332,173.4877166748047,0.0,0.0,0.0,106.0,31.586666107177734,208.9199981689453,0.0,0.0,0.0,106.04000091552734,31.59666633605957,208.9900054931641,105.3000030517578,31.183332443237305,206.97000122070312,105.45999908447266,31.183332443237305,207.88999938964844,0.0,0.0,0.0,22520300,935400,97545900
2015-02-13,98.43992614746094,28.337059020996097,174.20188903808594,0.0,0.0,0.0,106.91000366210938,31.809999465942383,209.77999877929688,0.0,0.0,0.0,106.93000030517578,31.90333366394043,209.83999633789065,106.0999984741211,31.536666870117188,208.7599945068359,106.3000030517578,31.729999542236328,209.07000732421875,0.0,0.0,0.0,29030200,737100,93670400
2015-02-17,98.53196716308594,28.42614364624023,174.47593688964844,0.0,0.0,0.0,107.01000213623048,31.90999984741211,210.11000061035156,0.0,0.0,0.0,107.08000183105467,31.946666717529297,210.32000732421875,106.63999938964844,31.700000762939453,209.1000061035156,106.91000366210938,31.796667098999023,209.3999938964844,0.0,0.0,0.0,17675300,2393400,76968200
2015-02-18,98.67008972167967,28.35190773010254,174.4924774169922,0.0,0.0,0.0,107.16000366210938,31.82666778564453,210.1300048828125,0.0,0.0,0.0,107.22000122070312,31.920000076293945,210.22000122070312,106.73999786376952,31.700000762939453,209.33999633789065,106.87999725341795,31.87333297729492,209.66000366210935,0.0,0.0,0.0,15149600,458700,80652900
2015-02-19,99.1581039428711,28.429107666015625,174.3679656982422,0.0,0.0,0.0,107.69000244140624,31.913333892822266,209.97999572753903,0.0,0.0,0.0,107.76000213623048,32.00666809082031,210.4199981689453,107.05999755859376,31.733333587646484,209.2400054931641,107.08999633789062,31.780000686645508,209.41000366210935,0.0,0.0,0.0,19828100,651600,91462500
2015-02-20,99.82105255126952,28.598369598388672,175.41429138183594,0.0,0.0,0.0,108.41000366210938,32.10333251953125,211.2400054931641,0.0,0.0,0.0,108.47000122070312,32.12666702270508,211.3300018310547,107.27999877929688,31.75,208.72999572753903,107.62000274658205,31.82666778564453,209.47999572753903,0.0,0.0,0.0,28336700,1902900,140896400
2015-02-23,99.92237091064452,28.42019844055176,175.38934326171875,0.0,0.0,0.0,108.5199966430664,31.90333366394043,211.2100067138672,0.0,0.0,0.0,108.5500030517578,32.06666564941406,211.2100067138672,108.11000061035156,31.790000915527344,210.47999572753903,108.3499984741211,32.06666564941406,210.94000244140625,0.0,0.0,0.0,17868000,673200,74411100
2015-02-24,99.99600982666016,28.8002872467041,175.88760375976562,0.0,0.0,0.0,108.5999984741211,32.33000183105469,211.80999755859375,0.0,0.0,0.0,108.7300033569336,32.34333419799805,212.0500030517578,108.0500030517578,31.68666648864746,210.7599945068359,108.37999725341795,31.90333366394043,211.1199951171875,0.0,0.0,0.0,19745000,842400,72472300
2015-02-25,99.74738311767578,28.651819229125977,175.7381134033203,0.0,0.0,0.0,108.33000183105467,32.163333892822266,211.6300048828125,0.0,0.0,0.0,108.86000061035156,32.336666107177734,212.2400054931641,108.08999633789062,32.06666564941406,211.22000122070312,108.44000244140624,32.2599983215332,211.66000366210935,0.0,0.0,0.0,19472300,387900,73061700
2015-02-26,100.25383758544922,28.847797393798828,175.5304718017578,0.0,0.0,0.0,108.87999725341795,32.383331298828125,211.3800048828125,0.0,0.0,0.0,108.94000244140624,32.45333480834961,211.7100067138672,108.13999938964844,32.21333312988281,210.6499938964844,108.44000244140624,32.31666564941406,211.52000427246097,0.0,0.0,0.0,22255500,295500,72697900
2015-02-27,99.81184387207033,28.76167869567871,174.93264770507812,0.0,0.0,0.0,108.4000015258789,32.28666687011719,210.66000366210935,0.0,0.0,0.0,108.91000366210938,32.4466667175293,211.5800018310547,108.2300033569336,32.186668395996094,210.6000061035156,108.83999633789062,32.37666702270508,211.2599945068359,0.0,0.0,0.0,27757600,350100,108076000
2015-03-02,100.71419525146484,29.551542282104492,176.03704833984375,0.0,0.0,0.0,109.37999725341795,33.17333221435547,211.9900054931641,0.0,0.0,0.0,109.41999816894533,33.189998626708984,212.05999755859375,108.58999633789062,32.55666732788086,210.72000122070312,108.61000061035156,32.560001373291016,210.77999877929688,0.0,0.0,0.0,22988600,865800,87491400
2015-03-03,100.24463653564452,29.00517463684082,175.31460571289062,0.0,0.0,0.0,108.87000274658205,32.560001373291016,211.1199951171875,0.0,0.0,0.0,109.16000366210938,33.05666732788086,212.0500030517578,108.18000030517578,32.516666412353516,210.0800018310547,109.0500030517578,33.05666732788086,211.47000122070312,0.0,0.0,0.0,20788900,1192200,110325800
2015-03-04,99.85790252685548,28.966575622558594,174.57553100585938,0.0,0.0,0.0,108.4499969482422,32.516666412353516,210.22999572753903,0.0,0.0,0.0,108.66999816894533,32.526668548583984,210.4900054931641,107.86000061035156,32.150001525878906,209.05999755859375,108.51000213623048,32.470001220703125,210.3999938964844,0.0,0.0,0.0,21007400,569700,114497200
2015-03-05,100.03285217285156,28.98438835144043,174.7665252685547,0.0,0.0,0.0,108.63999938964844,32.53666687011719,210.4600067138672,0.0,0.0,0.0,108.97000122070312,32.723331451416016,210.8000030517578,108.19000244140624,32.400001525878906,209.8500061035156,108.7300033569336,32.630001068115234,210.6199951171875,0.0,0.0,0.0,15381000,733500,76873000
2015-03-06,98.90026092529295,28.684473037719727,172.30857849121094,0.0,0.0,0.0,107.41000366210938,32.20000076293945,207.5,0.0,0.0,0.0,108.70999908447266,32.483333587646484,209.94000244140625,107.13999938964844,32.11000061035156,207.1000061035156,108.5,32.43000030517578,209.4199981689453,0.0,0.0,0.0,30990400,642600,188128000
2015-03-09,99.1857452392578,28.77356338500977,173.02272033691406,0.0,0.0,0.0,107.72000122070312,32.29999923706055,208.36000061035156,0.0,0.0,0.0,107.98999786376952,32.37666702270508,208.7899932861328,107.19000244140624,32.13999938964844,207.5500030517578,107.62999725341795,32.17333221435547,207.7400054931641,0.0,0.0,0.0,26237100,519900,89818900
2015-03-10,97.34416198730467,28.242036819458008,170.21592712402344,0.0,0.0,0.0,105.72000122070312,31.703332901000977,204.97999572753903,0.0,0.0,0.0,106.9800033569336,32.16666793823242,206.80999755859375,105.72000122070312,31.696666717529297,204.92999267578125,106.9499969482422,32.09000015258789,206.7100067138672,0.0,0.0,0.0,34234500,1150500,157121300
2015-03-11,96.78250885009766,28.304399490356445,169.8173828125,0.0,0.0,0.0,105.11000061035156,31.773332595825195,204.5,0.0,0.0,0.0,106.01000213623048,32.099998474121094,205.5,105.06999969482422,31.76333236694336,204.3999938964844,105.87999725341795,31.86333274841309,205.2899932861328,0.0,0.0,0.0,25459700,356100,110145700
2015-03-12,97.41783905029295,28.29549217224121,171.9763946533203,0.0,0.0,0.0,105.8000030517578,31.76333236694336,207.1000061035156,0.0,0.0,0.0,105.91999816894533,31.773332595825195,207.17999267578125,104.95999908447266,31.416667938232425,205.1999969482422,105.02999877929688,31.440000534057617,205.2599945068359,0.0,0.0,0.0,21473200,1173300,93993500
2015-03-13,96.9942855834961,28.48553466796875,170.9217529296875,0.0,0.0,0.0,105.33999633789062,31.976667404174805,205.8300018310547,0.0,0.0,0.0,106.12000274658205,32.03333282470703,207.92999267578125,104.68000030517578,31.63333320617676,204.5800018310547,105.6999969482422,31.84000015258789,206.77000427246097,0.0,0.0,0.0,42021100,539100,162410900
2015-03-16,98.24652099609376,28.91906356811523,173.20541381835938,0.0,0.0,0.0,106.6999969482422,32.46333312988281,208.5800018310547,0.0,0.0,0.0,106.73999786376952,32.470001220703125,208.69000244140625,105.62000274658205,32.106666564941406,205.86000061035156,105.7300033569336,32.150001525878906,206.7100067138672,0.0,0.0,0.0,25674100,657600,136099200
2015-03-17,98.40306854248048,28.70822525024414,172.6905517578125,0.0,0.0,0.0,106.87000274658205,32.22666549682617,207.9600067138672,0.0,0.0,0.0,107.04000091552734,32.28333282470703,208.4199981689453,106.16000366210938,32.04666519165039,206.97999572753903,106.41000366210938,32.22666549682617,207.69000244140625,0.0,0.0,0.0,19603800,439800,94510400
2015-03-18,99.369873046875,28.922033309936523,174.7665252685547,0.0,0.0,0.0,107.91999816894533,32.46666717529297,210.4600067138672,0.0,0.0,0.0,108.41000366210938,32.62333297729492,211.27000427246097,106.02999877929688,31.80666732788086,206.6199951171875,106.58000183105467,32.21666717529297,207.38999938964844,0.0,0.0,0.0,40622200,466500,228808500
2015-03-19,99.51719665527344,28.98735618591309,173.96937561035156,0.0,0.0,0.0,108.08000183105467,32.540000915527344,209.5,0.0,0.0,0.0,108.37999725341795,32.619998931884766,210.47000122070312,107.87000274658205,32.38666534423828,209.02999877929688,108.02999877929688,32.43333435058594,209.9600067138672,0.0,0.0,0.0,31314000,283200,117917300
2015-03-20,100.16136932373048,29.397140502929688,175.50497436523438,0.0,0.0,0.0,108.52999877929688,33.0,210.41000366210935,0.248,0.0,0.931,109.06999969482422,33.10333251953125,211.02000427246097,108.51000213623048,32.733333587646484,209.4900054931641,108.72000122070312,32.776668548583984,209.7100067138672,0.0,0.0,0.0,31761400,462300,177715100
2015-03-23,99.96758270263672,29.153640747070312,175.16297912597656,0.0,0.0,0.0,108.31999969482422,32.72666549682617,210.0,0.0,0.0,0.0,108.7699966430664,33.04666519165039,211.11000061035156,108.27999877929688,32.71333312988281,210.0,108.47000122070312,33.0099983215332,210.4199981689453,0.0,0.0,0.0,17268500,401100,71784500
2015-03-24,99.60765838623048,28.904203414916992,174.1787567138672,0.0,0.0,0.0,107.93000030517578,32.4466667175293,208.82000732421875,0.0,0.0,0.0,108.80999755859376,32.75,210.3999938964844,107.91000366210938,32.426666259765625,208.7400054931641,108.30999755859376,32.75,209.8500061035156,0.0,0.0,0.0,22445300,580200,77805300
2015-03-25,97.32811737060548,27.561138153076172,171.62635803222656,0.0,0.0,0.0,105.45999908447266,30.856666564941406,205.7599945068359,0.0,0.086333,0.0,108.1999969482422,32.37333297729492,209.3500061035156,105.41999816894533,30.81999969482422,205.7100067138672,108.0999984741211,32.336666107177734,209.07000732421875,0.0,0.0,0.0,41581400,1159200,159521700
2015-03-26,96.99588012695312,27.183019638061523,171.21762084960938,0.0,0.0,0.0,105.0999984741211,30.433332443237305,205.27000427246097,0.0,0.0,0.0,105.6999969482422,30.6299991607666,206.3699951171875,104.23999786376952,29.760000228881836,204.1199951171875,104.58999633789062,30.13999938964844,204.9600067138672,0.0,0.0,0.0,47846300,1420500,153067200
2015-03-27,97.38347625732422,27.95414924621582,171.6096954345703,0.0,0.0,0.0,105.5199966430664,31.296667098999023,205.7400054931641,0.0,0.0,0.0,105.7699966430664,31.413333892822266,205.9499969482422,104.91999816894533,30.37666702270508,204.8999938964844,105.08000183105467,30.446666717529297,205.1300048828125,0.0,0.0,0.0,33878400,1165500,118939000
2015-03-30,98.50018310546876,28.311431884765625,173.70330810546875,0.0,0.0,0.0,106.7300033569336,31.696666717529297,208.25,0.0,0.0,0.0,106.81999969482422,31.780000686645508,208.61000061035156,106.16000366210938,31.316667556762695,206.9600067138672,106.16000366210938,31.5,206.97999572753903,0.0,0.0,0.0,30570200,1275300,96180400
2015-03-31,97.45730590820312,27.992849349975582,172.18519592285156,0.0,0.0,0.0,105.5999984741211,31.34000015258789,206.42999267578125,0.0,0.0,0.0,106.6500015258789,31.62333297729492,208.1000061035156,105.56999969482422,31.290000915527344,206.36000061035156,106.43000030517578,31.559999465942383,207.2599945068359,0.0,0.0,0.0,30488100,408900,126768700
2015-04-01,96.94971466064452,27.811235427856445,171.5762481689453,0.0,0.0,0.0,105.0500030517578,31.13666725158691,205.6999969482422,0.0,0.0,0.0,105.62000274658205,31.273332595825195,206.4199981689453,104.37000274658205,30.893333435058594,204.5099945068359,105.5999984741211,31.253332138061523,206.38999938964844,0.0,0.0,0.0,32970500,625500,137303600
2015-04-02,97.01431274414062,27.748714447021484,172.1935577392578,0.0,0.0,0.0,105.12000274658205,31.066667556762695,206.44000244140625,0.0,0.0,0.0,105.45999908447266,31.350000381469727,206.97999572753903,104.77999877929688,31.040000915527344,205.3999938964844,105.1500015258789,31.26333236694336,205.6199951171875,0.0,0.0,0.0,19164200,643800,86900900
2015-04-06,97.80803680419922,27.87078285217285,173.3529815673828,0.0,0.0,0.0,105.9800033569336,31.203332901000977,207.8300018310547,0.0,0.0,0.0,106.2699966430664,31.273332595825195,208.4499969482422,104.33999633789062,30.606666564941406,205.2100067138672,104.5,30.773332595825195,205.3699951171875,0.0,0.0,0.0,24451100,1060800,114368200
2015-04-07,97.64190673828124,27.88269424438477,172.8942108154297,0.0,0.0,0.0,105.8000030517578,31.21666717529297,207.27999877929688,0.0,0.0,0.0,106.6999969482422,31.483333587646484,208.7599945068359,105.8000030517578,31.156667709350582,207.2400054931641,105.91999816894533,31.209999084472656,207.86000061035156,0.0,0.0,0.0,19379400,1043700,81236300
2015-04-08,98.41712188720705,28.046449661254883,173.4780731201172,0.0,0.0,0.0,106.63999938964844,31.399999618530273,207.97999572753903,0.0,0.0,0.0,106.79000091552734,31.503332138061523,208.5099945068359,105.83000183105467,31.13666725158691,207.0800018310547,105.83999633789062,31.15333366394043,207.5500030517578,0.0,0.0,0.0,25866900,876300,89351900
2015-04-09,99.03546142578124,28.41265296936035,174.2454376220703,0.0,0.0,0.0,107.30999755859376,31.809999465942383,208.8999938964844,0.0,0.0,0.0,107.3499984741211,31.850000381469727,209.17999267578125,106.2300033569336,31.246667861938477,207.19000244140625,106.58999633789062,31.246667861938477,207.77999877929688,0.0,0.0,0.0,23114700,597600,85548900
2015-04-10,99.44149017333984,28.528772354125977,175.1963653564453,0.0,0.0,0.0,107.75,31.940000534057617,210.0399932861328,0.0,0.0,0.0,107.76000213623048,31.940000534057617,210.08999633789065,107.02999877929688,31.786666870117188,208.9600067138672,107.2699966430664,31.833332061767575,209.1999969482422,0.0,0.0,0.0,17164300,264900,72722900
2015-04-13,99.19232940673828,28.359066009521484,174.40396118164062,0.0,0.0,0.0,107.4800033569336,31.75,209.08999633789065,0.0,0.0,0.0,108.37999725341795,32.099998474121094,210.6300048828125,107.36000061035156,31.706666946411133,209.02999877929688,107.83000183105467,31.983333587646484,209.8699951171875,0.0,0.0,0.0,17783500,436500,74436600
2015-04-14,98.90625,28.070262908935547,174.7375946044922,0.0,0.0,0.0,107.16999816894533,31.426666259765625,209.4900054931641,0.0,0.0,0.0,107.68000030517578,31.753332138061523,209.7100067138672,106.55999755859376,31.329999923706055,208.1000061035156,107.37000274658205,31.753332138061523,208.8500061035156,0.0,0.0,0.0,23755700,664200,75099900
2015-04-15,99.52458953857422,28.537708282470703,175.52157592773438,0.0,0.0,0.0,107.83999633789062,31.950000762939453,210.42999267578125,0.0,0.0,0.0,108.06999969482422,32.043331146240234,211.0399932861328,107.31999969482422,31.62666702270508,209.9499969482422,107.4499969482422,31.666667938232425,210.0500030517578,0.0,0.0,0.0,21128600,444300,99529300
2015-04-16,99.38613891601562,28.41562843322754,175.47158813476562,0.0,0.0,0.0,107.69000244140624,31.81333351135254,210.3699951171875,0.0,0.0,0.0,107.87999725341795,31.86000061035156,210.97999572753903,107.4000015258789,31.643333435058594,209.7899932861328,107.5500030517578,31.643333435058594,210.02999877929688,0.0,0.0,0.0,16195300,523200,68934900
2015-04-17,97.83570098876952,28.01071548461914,173.4530487060547,0.0,0.0,0.0,106.01000213623048,31.36000061035156,207.9499969482422,0.0,0.0,0.0,106.9499969482422,31.55666732788086,209.22999572753903,105.5500030517578,31.209999084472656,207.0099945068359,106.66000366210938,31.55666732788086,208.94000244140625,0.0,0.0,0.0,46514000,497700,191113200
2015-04-20,99.30308532714844,28.24890518188477,175.03785705566406,0.0,0.0,0.0,107.5999984741211,31.62666702270508,209.8500061035156,0.0,0.0,0.0,107.79000091552734,31.753332138061523,210.25,106.5,31.51333236694336,208.9600067138672,106.54000091552734,31.520000457763672,209.05999755859375,0.0,0.0,0.0,28945900,398100,92189500
2015-04-21,99.72762298583984,28.44243431091309,174.82933044433594,0.0,0.0,0.0,108.05999755859376,31.843332290649418,209.6000061035156,0.0,0.0,0.0,108.41000366210938,32.06666564941406,210.86000061035156,107.93000030517578,31.733333587646484,209.2400054931641,108.22000122070312,31.979999542236328,210.6699981689453,0.0,0.0,0.0,22759800,454500,72559800
2015-04-22,100.27213287353516,28.8443660736084,175.68850708007812,0.0,0.0,0.0,108.6500015258789,32.293331146240234,210.6300048828125,0.0,0.0,0.0,108.83000183105467,32.29999923706055,210.8500061035156,107.63999938964844,31.790000915527344,208.8999938964844,108.33999633789062,32.040000915527344,210.0099945068359,0.0,0.0,0.0,21429200,450900,78264600
2015-04-23,100.65049743652344,28.397768020629883,176.1305389404297,0.0,0.0,0.0,109.05999755859376,31.793333053588867,211.16000366210935,0.0,0.0,0.0,109.5500030517578,31.90333366394043,211.94000244140625,108.26000213623048,31.546667098999023,210.0099945068359,108.27999877929688,31.719999313354492,210.1499938964844,0.0,0.0,0.0,29473200,588900,102585900
2015-04-24,102.01637268066406,27.930328369140625,176.5392608642578,0.0,0.0,0.0,110.54000091552734,31.270000457763672,211.6499938964844,0.0,0.0,0.0,110.69000244140624,31.753332138061523,211.97000122070312,110.02999877929688,31.073333740234375,211.11000061035156,110.20999908447266,31.733333587646484,211.66000366210935,0.0,0.0,0.0,32508100,630600,61327400
