,Date,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA
0,2015-01-02,0.48301148414611816,0.48661070068408296,0.4753331936701973,0.48301148414611816,113680000
1,2015-01-05,0.4748532176017761,0.4844510788762667,0.4726937166923893,0.4830113925341437,197952000
2,2015-01-06,0.4604564607143402,0.47605293853725933,0.45997657480977905,0.47557305263269817,197764000
3,2015-01-07,0.45925676822662354,0.46789482961185525,0.4578170817944851,0.4638157275887295,321808000
4,2015-01-08,0.47653281688690186,0.4794121894762137,0.46429556919371645,0.46453552644409135,283780000
5,2015-01-09,0.47845232486724854,0.4820515401208514,0.4717338374001779,0.4782123962528702,209540000
6,2015-01-12,0.47245389223098755,0.4798922260830533,0.46813486059442694,0.47965226875732,190732000
7,2015-01-13,0.4717339873313904,0.4856508525212783,0.46837475683208724,0.47605301840463865,236720000
8,2015-01-14,0.4736535847187042,0.4750932713532328,0.4654954367331848,0.4666951660606908,155260000
9,2015-01-15,0.4702942371368408,0.47989206937104695,0.47005427988946713,0.4770127254215444,188932000
10,2015-01-16,0.47893238067626953,0.4794122666504731,0.4681347889357815,0.46957447546219355,181512000
11,2015-01-20,0.48037204146385193,0.4849309722764145,0.4743733669944176,0.4822915852578152,140308000
12,2015-01-21,0.48709046840667725,0.48829022610098216,0.4743733343265416,0.4777325929422404,144780000
13,2015-01-22,0.4954886734485626,0.49692836001023044,0.4830114661909136,0.488050311949147,159712000
14,2015-01-23,0.4969284236431122,0.49788819573792387,0.4918895200320311,0.4959685943406892,120416000
15,2015-01-26,0.4947689175605774,0.49716837651798096,0.49164961519519135,0.4947689175605774,133240000
16,2015-01-27,0.4710141718387604,0.4875704528235299,0.4700543712664799,0.48709053823548876,357948000
17,2015-01-28,0.46333593130111694,0.47869248466814424,0.46309597398139585,0.4767729119217902,272728000
18,2015-01-29,0.4746133089065552,0.4772526958397133,0.46141625982556944,0.46357578942957023,235340000
19,2015-01-30,0.4606964588165283,0.4767728535713856,0.45997664415307027,0.47125409332746454,298200000
20,2015-02-02,0.4707741439342499,0.47269371618709605,0.45445782269075397,0.46357576943892503,259604000
21,2015-02-03,0.4825315475463867,0.4830114621321112,0.47173398423601737,0.47413344274943275,183468000
22,2015-02-04,0.4837312698364258,0.48925002973222764,0.479652167780529,0.48109188282803333,181516000
23,2015-02-05,0.4916495978832245,0.4918895266082322,0.4837313778818476,0.4842112353318631,140448000
24,2015-02-06,0.48949000239372253,0.49692836395214346,0.48733047253409023,0.49116961765979067,210524000
25,2015-02-09,0.48901012539863586,0.490449754706391,0.48349136522816766,0.4866106669422411,273944000
26,2015-02-10,0.5026868581771851,0.5029267867771599,0.48733028362715025,0.48948981264967056,226204000
27,2015-02-11,0.4993278980255127,0.5038868299196676,0.49596860977769713,0.5038868299196676,320832000
28,2015-02-12,0.5350798964500427,0.5398788146705045,0.5247622165552882,0.5278815191193501,676904000
29,2015-02-13,0.5353198051452637,0.5360396485721287,0.5257219690638829,0.5338801182915335,310084000
30,2015-02-17,0.5369991064071655,0.5396385498298821,0.5310004909713905,0.534359720192031,203340000
31,2015-02-18,0.5307607650756836,0.5372393552977757,0.5298009930008734,0.5362795260153553,170948000
32,2015-02-19,0.5322001576423645,0.5384387584919447,0.5298007001777244,0.5374789869476043,169432000
33,2015-02-20,0.5360395312309265,0.536279459918155,0.5278813837891272,0.5317205288227984,157752000
34,2015-02-23,0.5317204594612122,0.535799532650007,0.5290810154155954,0.535799532650007,125008000
35,2015-02-24,0.5373810529708862,0.5373810529708862,0.5289506382212796,0.5337680344861672,149356000
36,2015-02-25,0.5332862734794617,0.5376219645875311,0.530877575339832,0.5352132090200079,123820000
37,2015-02-26,0.5347313284873962,0.5378626407848119,0.5303956388011861,0.5337678610330856,152864000
38,2015-02-27,0.5313591957092285,0.5344905081953735,0.5294322032565896,0.5332861307339893,157492000
39,2015-03-02,0.5443660020828247,0.5472564612587417,0.5291912062649854,0.5299138210589647,301512000
40,2015-03-03,0.5342494249343872,0.5429207445885672,0.5325633429777217,0.5402711954320726,160344000
41,2015-03-04,0.5402714610099792,0.5414757812448008,0.530154906869194,0.5323227522053382,226840000
42,2015-03-05,0.5506287813186646,0.5515922488409316,0.5388261462442262,0.5402713762415662,323056000
43,2015-03-06,0.543161928653717,0.5501471124495717,0.5426801660966736,0.547497561955554,257392000
44,2015-03-09,0.5446069836616516,0.5487018209410193,0.5421982862532521,0.5434026636713899,222388000
45,2015-03-10,0.554000735282898,0.5576138088996451,0.5460520307539114,0.5470154979090917,527212000
46,2015-03-11,0.5511106848716736,0.561227182587002,0.5496654545043714,0.5540010881783846,262120000
47,2015-03-12,0.5460522174835205,0.5499061448499987,0.5356948128108066,0.545811364969327,406972000
48,2015-03-13,0.5467748045921326,0.5482200344594023,0.5359356380154834,0.5434026398537524,359288000
49,2015-03-16,0.5532784461975098,0.5566506693671841,0.5474975824361821,0.5511106581794436,236956000
50,2015-03-17,0.5600225925445557,0.5602634450138216,0.548219960132535,0.5520738867801199,299900000
51,2015-03-18,0.5508694648742676,0.5629129487782095,0.5458112188629703,0.5600225470979802,413844000
52,2015-03-19,0.5593000054359436,0.56122694014133,0.5487017497005806,0.5527965290204284,310756000
53,2015-03-20,0.5653216242790222,0.5686938455874769,0.5585772965178308,0.5638764522072376,462084000
54,2015-03-23,0.5470156669616699,0.5556869888938366,0.5467748144554048,0.5484608968550101,426012000
